"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"1361","150000-199999",194088,177121,16966,0,0,0,0,185958,4127,4002,0,0,0,"VA",1
"1362","200000<",192020,162154,27448,2418,0,0,0,178455,11147,0,2418,0,0,"VA",1
"1363","income_nr",69005,32611,12522,0,7907,0,15965,36253,11969,0,0,0,20783,"VA",1
"1364","Total",112986,84514,20023,4679,1305,822,1644,78497,23572,4763,1452,1495,3207,"VT",1
"1365","comp_school",61856,50084,8296,3336,140,0,0,43998,13125,3247,813,673,0,"VT",1
"1366","comp_home",67158,49016,16449,1202,492,0,0,49507,15609,1516,526,0,0,"VT",1
"1367","comp_other",1518,845,0,0,673,0,0,1404,0,0,114,0,0,"VT",1
"1368","comp_nr",4327,1721,0,140,0,822,1644,298,0,0,0,822,3207,"VT",1
"1369","int_school",0,0,0,0,0,0,0,0,0,0,0,0,0,"VT",1
"1370","int_home",105739,81876,18574,3986,1305,0,0,77640,22577,4070,1452,0,0,"VT",1
"1371","int_other",1095,368,175,553,0,0,0,402,0,693,0,0,0,"VT",1
"1372","int_nr",6151,2270,1275,140,0,822,1644,455,995,0,0,1495,3207,"VT",1
"1373","yes_unemployed",66380,47980,12906,2547,632,822,1493,41034,17468,2482,1294,1495,2608,"VT",1
"1374","no_unemployed",46606,36534,7118,2131,673,0,150,37463,6104,2281,159,0,599,"VT",1
"1375","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"VT",1
"1376","resp_employed_yes",64153,48623,12658,1342,901,419,210,47332,12298,2772,262,419,1070,"VT",1
"1377","resp_employed_no",48834,35891,7366,3336,404,403,1433,31165,11274,1991,1191,1076,2137,"VT",1
"1378","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"VT",1
"1379","food_enough_want",84658,65310,16331,1099,1305,403,210,60903,18564,2622,1236,403,930,"VT",1
"1380","food_enough_notwant",22867,16188,1950,3027,0,419,1283,14581,4049,1588,103,419,2126,"VT",1
"1381","food_sometimes",5125,3016,1406,553,0,0,150,2676,959,553,114,673,150,"VT",1
"1382","food_notenough",336,0,336,0,0,0,0,336,0,0,0,0,0,"VT",1
"1383","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"VT",1
"1384","25000>",10113,8393,1719,0,0,0,0,8756,1206,150,0,0,0,"VT",1
"1385","25000-34999",10171,7580,1106,1345,140,0,0,7342,2689,0,140,0,0,"VT",1
"1386","35000-49999",11527,10291,280,553,0,403,0,5807,4092,553,0,1076,0,"VT",1
"1387","50000-74999",22690,13460,7119,1438,673,0,0,14498,6081,1438,673,0,0,"VT",1
"1388","75000-99999",17465,11301,5018,499,228,419,0,11123,3769,1779,375,419,0,"VT",1
"1389","100000-149999",19016,15873,2439,703,0,0,0,15125,3187,703,0,0,0,"VT",1
"1390","150000-199999",12081,11014,1067,0,0,0,0,10972,1109,0,0,0,0,"VT",1
"1391","200000<",4476,4476,0,0,0,0,0,4238,238,0,0,0,0,"VT",1
"1392","income_nr",5447,2125,1275,140,264,0,1644,636,1200,140,264,0,3207,"VT",1
"1393","Total",1388350,1000293,245620,68033,41829,22984,9590,1031415,251069,56677,12563,25261,11364,"WA",1
"1394","comp_school",585082,426083,125693,27547,5760,0,0,429044,124396,23007,6359,2277,0,"WA",1
"1395","comp_home",979288,744162,151687,47369,36069,0,0,773600,169593,29890,6205,0,0,"WA",1
"1396","comp_other",22890,18748,0,4142,0,0,0,9700,3024,10167,0,0,0,"WA",1
"1397","comp_nr",34348,0,1774,0,0,22984,9590,0,0,0,0,22984,11364,"WA",1
"1398","int_school",17227,1316,14054,1857,0,0,0,1316,14054,1857,0,0,0,"WA",1
"1399","int_home",1304453,972908,224859,67135,39552,0,0,1004029,234897,52963,12563,0,0,"WA",1
"1400","int_other",19003,12213,4934,1857,0,0,0,12213,1220,5571,0,0,0,"WA",1
"1401","int_nr",51380,13857,1774,898,2277,22984,9590,13857,898,0,0,25261,11364,"WA",1
"1402","yes_unemployed",724087,510426,148922,26840,13968,22388,1543,500702,151337,35554,12563,22388,1543,"WA",1
"1403","no_unemployed",664263,489867,96699,41193,27861,597,8047,530713,99732,21123,0,2874,9821,"WA",1
"1404","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WA",1
"1405","resp_employed_yes",852123,633181,129553,43327,26803,11211,8047,651550,143059,33820,2661,11211,9821,"WA",1
"1406","resp_employed_no",536227,367112,116067,24705,15027,11773,1543,379865,108010,22857,9902,14050,1543,"WA",1
"1407","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WA",1
"1408","food_enough_want",1044897,816638,168218,29909,10885,9657,9590,841228,148759,31229,2661,9657,11364,"WA",1
"1409","food_enough_notwant",248673,136434,57694,38066,5865,10615,0,143298,82212,8851,3698,10615,0,"WA",1
"1410","food_sometimes",92317,44759,19709,57,25079,2713,0,46648,17878,16598,6205,4990,0,"WA",1
"1411","food_notenough",2462,2462,0,0,0,0,0,241,2221,0,0,0,0,"WA",1
"1412","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WA",1
"1413","25000>",126801,82138,23821,15521,2661,2661,0,72749,43280,5450,2661,2661,0,"WA",1
"1414","25000-34999",142422,91223,34196,9156,7026,820,0,91048,30024,10628,9902,820,0,"WA",1
"1415","35000-49999",137649,104024,14927,2928,5103,10666,0,107465,19518,0,0,10666,0,"WA",1
"1416","50000-74999",250272,152880,62590,18203,16598,0,0,180698,42946,26627,0,0,0,"WA",1
"1417","75000-99999",125245,93336,20611,4813,6485,0,0,79949,39671,5625,0,0,0,"WA",1
"1418","100000-149999",283321,222658,54647,5419,0,597,0,239162,39661,3901,0,597,0,"WA",1
"1419","150000-199999",104622,75312,20450,619,0,8241,0,80769,14885,727,0,8241,0,"WA",1
"1420","200000<",183812,162665,9720,9748,1679,0,0,163830,16264,3718,0,0,0,"WA",1
"1421","income_nr",34206,16057,4657,1625,2277,0,9590,15745,4820,0,0,2277,11364,"WA",1
"1422","Total",1141753,822611,155265,101952,14834,47091,0,780845,212357,80543,27878,34188,5942,"WI",1
"1423","comp_school",538379,446944,59407,26793,5235,0,0,405678,80380,34518,17803,0,0,"WI",1
"1424","comp_home",727267,521790,121133,74745,9599,0,0,527127,151228,47073,1839,0,0,"WI",1
"1425","comp_other",7312,0,5849,1463,0,0,0,3998,3313,0,0,0,0,"WI",1
"1426","comp_nr",53034,5942,0,0,0,47091,0,0,4667,0,8236,34188,5942,"WI",1
"1427","int_school",23180,20070,3110,0,0,0,0,23180,0,0,0,0,0,"WI",1
"1428","int_home",1051374,775231,152719,97526,12995,12903,0,745989,207932,75841,21613,0,0,"WI",1
"1429","int_other",17516,5596,5656,4426,1839,0,0,6550,4426,4702,1839,0,0,"WI",1
"1430","int_nr",60155,25967,0,0,0,34188,0,15599,0,0,4426,34188,5942,"WI",1
"1431","yes_unemployed",590720,426968,75396,67528,7464,13365,0,390687,124276,43626,27002,5129,0,"WI",1
"1432","no_unemployed",551034,395644,79869,34425,7370,33727,0,390158,88081,36916,876,29060,5942,"WI",1
"1433","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WI",1
"1434","resp_employed_yes",726013,544688,78595,59440,6044,37246,0,518112,125599,39020,16385,24343,2554,"WI",1
"1435","resp_employed_no",415741,277923,76670,42512,8790,9846,0,262733,86758,41523,11493,9846,3389,"WI",1
"1436","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WI",1
"1437","food_enough_want",805896,645930,78500,74168,973,6325,0,622227,120436,42862,11493,6325,2554,"WI",1
"1438","food_enough_notwant",235454,105468,67131,21651,9822,31383,0,124337,66021,11875,10075,23146,0,"WI",1
"1439","food_sometimes",72514,52946,4050,6134,0,9384,0,22194,18838,17066,6310,4717,3389,"WI",1
"1440","food_notenough",25791,16169,5584,0,4038,0,0,9989,7062,8740,0,0,0,"WI",1
"1441","food_nr",2098,2098,0,0,0,0,0,2098,0,0,0,0,0,"WI",1
"1442","25000>",144061,73282,50696,11293,8790,0,0,72878,44960,26222,0,0,0,"WI",1
"1443","25000-34999",124264,88481,19202,6736,0,9846,0,79529,22736,7729,4426,9846,0,"WI",1
"1444","35000-49999",123288,90723,4453,17178,5071,5863,0,78796,31181,8391,3723,1196,0,"WI",1
"1445","50000-74999",189172,123156,19732,45311,973,0,0,119860,30827,26992,11493,0,0,"WI",1
"1446","75000-99999",212541,162541,24342,2511,0,23146,0,171996,13629,3770,0,23146,0,"WI",1
"1447","100000-149999",194297,152480,24968,16849,0,0,0,137098,49761,7438,0,0,0,"WI",1
"1448","150000-199999",65996,59093,6903,0,0,0,0,52916,13080,0,0,0,0,"WI",1
"1449","200000<",64604,49325,4969,2075,0,8236,0,50185,6184,0,8236,0,0,"WI",1
"1450","income_nr",23530,23530,0,0,0,0,0,17588,0,0,0,0,5942,"WI",1
"1451","Total",303324,196066,56390,29345,8393,6487,6643,203128,50780,23743,10257,4110,11306,"WV",1
"1452","comp_school",69829,48057,11872,6914,2986,0,0,43083,16535,9619,592,0,0,"WV",1
"1453","comp_home",242845,170120,46238,23602,2885,0,0,170418,43922,20151,2901,790,4663,"WV",1
"1454","comp_other",12453,0,5693,5744,1016,0,0,6124,2584,858,2887,0,0,"WV",1
"1455","comp_nr",14635,0,0,0,1505,6487,6643,0,0,796,3877,3319,6643,"WV",1
"1456","int_school",303,303,0,0,0,0,0,303,0,0,0,0,0,"WV",1
"1457","int_home",269470,193962,43912,24703,6098,796,0,198356,44843,23545,2726,0,0,"WV",1
"1458","int_other",9005,1801,3550,3655,0,0,0,1801,3353,197,3655,0,0,"WV",1
"1459","int_nr",24545,0,8928,987,2295,5691,6643,2668,2584,0,3877,4110,11306,"WV",1
"1460","yes_unemployed",130955,76428,29878,9026,3290,5691,6643,77465,26745,7196,9588,3319,6643,"WV",1
"1461","no_unemployed",172369,119638,26512,20320,5103,796,0,125663,24035,16547,670,790,4663,"WV",1
"1462","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WV",1
"1463","resp_employed_yes",201520,128954,38679,16509,7389,3877,6112,128963,41593,13424,4469,2295,10776,"WV",1
"1464","resp_employed_no",101804,67112,17711,12836,1004,2611,531,74165,9187,10318,5788,1814,531,"WV",1
"1465","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WV",1
"1466","food_enough_want",203890,149570,32821,12781,4046,4673,0,153696,33129,10324,5237,1505,0,"WV",1
"1467","food_enough_notwant",80605,37107,19844,11183,4012,1814,6643,37026,16353,11516,1798,2605,11306,"WV",1
"1468","food_sometimes",13218,7587,2801,2495,335,0,0,9682,1299,1902,335,0,0,"WV",1
"1469","food_notenough",5612,1801,925,2887,0,0,0,2725,0,0,2887,0,0,"WV",1
"1470","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WV",1
"1471","25000>",62778,29124,10475,13312,3379,6487,0,33736,5538,12653,7531,3319,0,"WV",1
"1472","25000-34999",28417,15985,5727,0,592,0,6112,12911,3282,856,592,0,10776,"WV",1
"1473","35000-49999",30122,21478,7157,1152,335,0,0,23589,5183,384,966,0,0,"WV",1
"1474","50000-74999",52039,40396,7294,2813,1536,0,0,42748,5954,2839,498,0,0,"WV",1
"1475","75000-99999",47771,38933,7378,790,670,0,0,34740,9680,2681,670,0,0,"WV",1
"1476","100000-149999",42720,32536,1387,7706,1091,0,0,32695,5695,4330,0,0,0,"WV",1
"1477","150000-199999",14641,8726,5915,0,0,0,0,6146,8495,0,0,0,0,"WV",1
"1478","200000<",17594,8888,6122,2584,0,0,0,13893,3700,0,0,0,0,"WV",1
"1479","income_nr",7243,0,4935,987,790,0,531,2668,3254,0,0,790,531,"WV",1
"1480","Total",135632,113689,16340,3396,1669,538,0,107849,21186,2320,2548,1729,0,"WY",1
"1481","comp_school",76698,69279,7419,0,0,0,0,63022,10824,561,1762,529,0,"WY",1
"1482","comp_home",79343,64082,11316,3396,550,0,0,62083,12013,1759,2548,940,0,"WY",1
"1483","comp_other",1119,0,0,0,1119,0,0,1119,0,0,0,0,0,"WY",1
"1484","comp_nr",538,0,0,0,0,538,0,279,0,0,0,260,0,"WY",1
"1485","int_school",0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",1
"1486","int_home",128767,110841,12584,3396,1669,279,0,105007,19415,2320,2026,0,0,"WY",1
"1487","int_other",2150,1105,1045,0,0,0,0,1628,0,0,523,0,0,"WY",1
"1488","int_nr",4844,1873,2711,0,0,260,0,1344,1771,0,0,1729,0,"WY",1
"1489","yes_unemployed",74079,58989,11877,1745,1190,279,0,54578,14082,1931,2548,940,0,"WY",1
"1490","no_unemployed",61553,54700,4463,1651,478,260,0,53271,7104,389,0,789,0,"WY",1
"1491","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",1
"1492","resp_employed_yes",96376,81373,9879,3396,1190,538,0,78357,12885,2320,2026,789,0,"WY",1
"1493","resp_employed_no",38996,32056,6461,0,478,0,0,29232,8301,0,523,940,0,"WY",1
"1494","resp_employed_nr",260,260,0,0,0,0,0,260,0,0,0,0,0,"WY",1
"1495","food_enough_want",101942,87721,12742,1075,145,260,0,82140,15797,672,1762,1571,0,"WY",1
"1496","food_enough_notwant",28214,22714,1377,2321,1524,279,0,21410,4472,1388,786,158,0,"WY",1
"1497","food_sometimes",5212,3254,1958,0,0,0,0,4300,653,260,0,0,0,"WY",1
"1498","food_notenough",263,0,263,0,0,0,0,0,263,0,0,0,0,"WY",1
"1499","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",1
"1500","25000>",11738,8674,2585,0,478,0,0,7767,2508,0,523,940,0,"WY",1
"1501","25000-34999",5833,4250,260,0,1045,279,0,5242,332,260,0,0,0,"WY",1
"1502","35000-49999",15610,12700,2765,0,145,0,0,12102,2605,373,0,529,0,"WY",1
"1503","50000-74999",31328,26974,2609,1745,0,0,0,24056,5835,1174,263,0,0,"WY",1
"1504","75000-99999",24781,21290,2687,544,0,260,0,21010,3511,0,0,260,0,"WY",1
"1505","100000-149999",22690,18712,3007,971,0,0,0,16765,3650,513,1762,0,0,"WY",1
"1506","150000-199999",7817,7026,656,136,0,0,0,6845,973,0,0,0,0,"WY",1
"1507","200000<",12718,12718,0,0,0,0,0,12718,0,0,0,0,0,"WY",1
"1508","income_nr",3116,1344,1771,0,0,0,0,1344,1771,0,0,0,0,"WY",1
"1509","Total",137097,103129,15766,3357,3352,4494,6998,101466,16286,6175,1626,4622,6922,"AK",2
"1510","comp_school",41170,32000,5149,1349,2672,0,0,34376,3307,651,945,1891,0,"AK",2
"1511","comp_home",95135,80664,10944,2847,680,0,0,76877,11914,5664,680,0,0,"AK",2
"1512","comp_other",488,488,0,0,0,0,0,488,0,0,0,0,0,"AK",2
"1513","comp_nr",11827,335,0,0,0,4494,6998,410,1764,0,0,2731,6922,"AK",2
"1514","int_school",3778,3778,0,0,0,0,0,2772,1006,0,0,0,0,"AK",2
"1515","int_home",120345,99042,14311,3357,1461,1764,410,98535,14645,5539,1626,0,0,"AK",2
"1516","int_other",2867,1271,1455,141,0,0,0,1455,635,776,0,0,0,"AK",2
"1517","int_nr",12132,923,0,0,1891,2731,6588,588,0,0,0,4622,6922,"AK",2
"1518","yes_unemployed",75664,56793,7936,995,3352,0,6588,56701,6581,3223,680,1891,6588,"AK",2
"1519","no_unemployed",61433,46336,7830,2363,0,4494,410,44765,9706,2951,945,2731,335,"AK",2
"1520","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AK",2
"1521","resp_employed_yes",95830,76539,9455,1485,0,1764,6588,75312,12008,1588,0,0,6922,"AK",2
"1522","resp_employed_no",41267,26591,6310,1872,3352,2731,410,26154,4279,4587,1626,4622,0,"AK",2
"1523","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AK",2
"1524","food_enough_want",94838,79800,10553,1504,2571,0,410,79024,9707,2257,1626,1891,335,"AK",2
"1525","food_enough_notwant",30959,17888,5213,490,781,0,6588,19555,4816,0,0,0,6588,"AK",2
"1526","food_sometimes",11299,5442,0,1363,0,4494,0,2887,1764,3918,0,2731,0,"AK",2
"1527","food_notenough",0,0,0,0,0,0,0,0,0,0,0,0,0,"AK",2
"1528","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AK",2
"1529","25000>",9764,2722,760,1660,1891,2731,0,2833,0,1363,945,4622,0,"AK",2
"1530","25000-34999",11666,3314,0,0,0,1764,6588,3314,1764,0,0,0,6588,"AK",2
"1531","35000-49999",5973,2845,1725,212,781,0,410,4710,1263,0,0,0,0,"AK",2
"1532","50000-74999",32965,31049,1264,651,0,0,0,25820,3638,3508,0,0,0,"AK",2
"1533","75000-99999",18969,15964,1839,486,680,0,0,15705,1280,1304,680,0,0,"AK",2
"1534","100000-149999",14994,12134,2724,136,0,0,0,13318,1676,0,0,0,0,"AK",2
"1535","150000-199999",24018,17346,6459,212,0,0,0,18264,5753,0,0,0,0,"AK",2
"1536","200000<",17033,16039,994,0,0,0,0,16121,913,0,0,0,0,"AK",2
"1537","income_nr",1716,1716,0,0,0,0,0,1381,0,0,0,0,335,"AK",2
"1538","Total",1167120,909060,158877,58960,1990,14626,23607,885760,144108,52968,50914,9763,23607,"AL",2
"1539","comp_school",201371,145363,54537,1471,0,0,0,165766,32958,2648,0,0,0,"AL",2
"1540","comp_home",962356,835065,111392,15898,0,0,0,788015,104850,20567,48924,0,0,"AL",2
"1541","comp_other",75110,27797,0,45323,1990,0,0,7961,31672,29754,5723,0,0,"AL",2
"1542","comp_nr",38233,0,0,0,0,14626,23607,0,4863,0,0,9763,23607,"AL",2
"1543","int_school",21558,5079,4643,11837,0,0,0,8293,13265,0,0,0,0,"AL",2
"1544","int_home",1091646,880783,158877,47123,0,4863,0,857482,132271,52968,48924,0,0,"AL",2
"1545","int_other",9564,7574,0,0,1990,0,0,7574,0,0,1990,0,0,"AL",2
"1546","int_nr",50424,17054,0,0,0,9763,23607,17054,0,0,0,9763,23607,"AL",2
"1547","yes_unemployed",568110,439782,70756,48250,1990,7332,0,369550,97045,43269,50914,7332,0,"AL",2
"1548","no_unemployed",599010,469278,88121,10710,0,7294,23607,516210,47063,9699,0,2431,23607,"AL",2
"1549","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AL",2
"1550","resp_employed_yes",735380,557438,136626,10415,0,7294,23607,602974,90683,15685,0,2431,23607,"AL",2
"1551","resp_employed_no",431740,351622,22250,48545,1990,7332,0,282786,53425,37283,50914,7332,0,"AL",2
"1552","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AL",2
"1553","food_enough_want",749383,627724,78911,29206,1990,4863,6688,643036,81883,12052,5723,0,6688,"AL",2
"1554","food_enough_notwant",252225,180842,68953,0,0,2431,0,203592,35040,11163,0,2431,0,"AL",2
"1555","food_sometimes",146604,98504,11013,29754,0,7332,0,37141,27185,29754,45191,7332,0,"AL",2
"1556","food_notenough",18909,1990,0,0,0,0,16918,1990,0,0,0,0,16918,"AL",2
"1557","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AL",2
"1558","25000>",189056,161746,13483,11837,1990,0,0,98710,37107,6058,47181,0,0,"AL",2
"1559","25000-34999",121068,114609,2726,3733,0,0,0,109397,7938,0,3733,0,0,"AL",2
"1560","35000-49999",110674,53801,24689,29754,0,2431,0,47035,26349,34859,0,2431,0,"AL",2
"1561","50000-74999",252750,224978,27772,0,0,0,0,243512,9238,0,0,0,0,"AL",2
"1562","75000-99999",113776,51648,53046,1750,0,7332,0,81055,17890,7498,0,7332,0,"AL",2
"1563","100000-149999",154108,132303,20334,1471,0,0,0,133111,18349,2648,0,0,0,"AL",2
"1564","150000-199999",117807,99803,16827,1176,0,0,0,95950,19951,1905,0,0,0,"AL",2
"1565","200000<",62358,53119,0,9239,0,0,0,59936,2422,0,0,0,0,"AL",2
"1566","income_nr",45523,17054,0,0,0,4863,23607,17054,4863,0,0,0,23607,"AL",2
"1567","Total",635914,357967,125849,91701,50499,7658,2240,356791,120080,104958,37082,11195,5809,"AR",2
"1568","comp_school",267381,192431,47486,19586,7878,0,0,198221,47134,15894,0,6133,0,"AR",2
"1569","comp_home",408181,238513,90667,76715,2286,0,0,233429,83375,91378,0,0,0,"AR",2
"1570","comp_other",45698,0,2286,3077,40335,0,0,0,0,5363,37082,3253,0,"AR",2
"1571","comp_nr",15212,3722,1592,0,0,7658,2240,5849,1745,0,0,1809,5809,"AR",2
"1572","int_school",16689,16689,0,0,0,0,0,16689,0,0,0,0,0,"AR",2
"1573","int_home",591502,346517,121970,80461,34960,5849,1745,350997,120080,89498,30928,0,0,"AR",2
"1574","int_other",19240,8867,2286,1934,6154,0,0,6933,0,6153,6154,0,0,"AR",2
"1575","int_nr",26859,4271,1592,9307,9386,1809,495,548,0,9307,0,11195,5809,"AR",2
"1576","yes_unemployed",355956,176537,101412,68950,2712,5849,495,185109,75572,93812,0,967,495,"AR",2
"1577","no_unemployed",279958,181430,24437,22751,47787,1809,1745,171681,44508,11146,37082,10228,5314,"AR",2
"1578","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AR",2
"1579","resp_employed_yes",340742,260100,55393,16855,6154,0,2240,261022,58416,10933,6154,0,4217,"AR",2
"1580","resp_employed_no",295172,97866,70456,74847,44346,7658,0,95768,61664,94025,30928,11195,1592,"AR",2
"1581","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AR",2
"1582","food_enough_want",309002,235163,28568,4754,36467,1809,2240,229079,38038,1678,30928,5062,4217,"AR",2
"1583","food_enough_notwant",238198,91148,62300,76872,7878,0,0,90994,64841,74638,0,6133,1592,"AR",2
"1584","food_sometimes",88714,31655,34981,10075,6154,5849,0,36717,17201,28642,6154,0,0,"AR",2
"1585","food_notenough",0,0,0,0,0,0,0,0,0,0,0,0,0,"AR",2
"1586","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AR",2
"1587","25000>",148883,41550,26083,70056,9386,1809,0,38217,38310,63448,0,8908,0,"AR",2
"1588","25000-34999",96158,63652,14910,9698,7899,0,0,57942,13488,18574,6154,0,0,"AR",2
"1589","35000-49999",52112,44591,5844,1678,0,0,0,45523,4417,2173,0,0,0,"AR",2
"1590","50000-74999",147652,47443,60182,964,33214,5849,0,56385,46596,11457,30928,2286,0,"AR",2
"1591","75000-99999",69694,58171,9778,0,0,0,1745,57301,12393,0,0,0,0,"AR",2
"1592","100000-149999",65334,61882,3452,0,0,0,0,62377,2957,0,0,0,0,"AR",2
"1593","150000-199999",13621,13621,0,0,0,0,0,12565,1056,0,0,0,0,"AR",2
"1594","200000<",21231,17222,4009,0,0,0,0,21231,0,0,0,0,0,"AR",2
"1595","income_nr",21228,9834,1592,9307,0,0,495,5248,863,9307,0,0,5809,"AR",2
"1596","Total",1449751,1036344,260763,75863,14477,44662,17642,1128374,201176,45516,10559,48078,16049,"AZ",2
"1597","comp_school",393400,291032,81061,17420,3887,0,0,298011,84820,6682,3887,0,0,"AZ",2
"1598","comp_home",1178787,921389,187199,63024,7175,0,0,965823,161954,44337,6672,0,0,"AZ",2
"1599","comp_other",3416,0,0,0,3416,0,0,0,0,0,0,3416,0,"AZ",2
"1600","comp_nr",62304,0,0,0,0,44662,17642,1593,0,0,0,44662,16049,"AZ",2
"1601","int_school",3677,0,2499,1179,0,0,0,0,2499,1179,0,0,0,"AZ",2
"1602","int_home",1375686,1030601,256566,75863,11062,0,1593,1125827,193784,45516,10559,0,0,"AZ",2
"1603","int_other",4893,4893,0,0,0,0,0,0,4893,0,0,0,0,"AZ",2
"1604","int_nr",66674,850,1698,0,3416,44662,16049,2547,0,0,0,48078,16049,"AZ",2
"1605","yes_unemployed",668259,403045,200546,35285,13116,8804,7465,452791,162772,22453,10559,12219,7465,"AZ",2
"1606","no_unemployed",781492,633299,60217,40579,1361,35858,10178,675583,38404,23063,0,35858,8584,"AZ",2
"1607","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"AZ",2
"1608","resp_employed_yes",1036279,733270,179589,66052,10590,37682,9095,817911,123527,38833,5814,41097,9095,"AZ",2
